alpha,average_per_model_size,dataset,model_name,num_layers,num_neurons,num_nonzero_parameters,num_trainable_parameters,setting,source_tree_depth,source_tree_num_leaves,source_tree_num_nodes,total_ensemble_size
10.0,88.0,wine,coexplain_soft,3,14,88,88,single_tree,3.0,6.0,11.0,88
20.0,88.0,wine,coexplain_soft,3,14,88,88,single_tree,3.0,6.0,11.0,88
50.0,88.0,wine,coexplain_soft,3,14,88,88,single_tree,3.0,6.0,11.0,88
100.0,88.0,wine,coexplain_soft,3,14,88,88,single_tree,3.0,6.0,11.0,88
0.5,88.0,wine,same_arch_random,3,14,87,88,single_tree,3.0,6.0,11.0,88
1.0,88.0,wine,same_arch_random,3,14,87,88,single_tree,3.0,6.0,11.0,88
2.0,88.0,wine,same_arch_random,3,14,87,88,single_tree,3.0,6.0,11.0,88
5.0,88.0,wine,same_arch_random,3,14,87,88,single_tree,3.0,6.0,11.0,88
10.0,88.0,wine,same_arch_random,3,14,87,88,single_tree,3.0,6.0,11.0,88
20.0,88.0,wine,same_arch_random,3,14,87,88,single_tree,3.0,6.0,11.0,88
50.0,88.0,wine,same_arch_random,3,14,87,88,single_tree,3.0,6.0,11.0,88
100.0,88.0,wine,same_arch_random,3,14,87,88,single_tree,3.0,6.0,11.0,88
,536.0,wine,djinn,3,35,326,536,single_tree,3.0,6.0,11.0,536
0.5,88.0,wine,path_expansion,3,14,88,88,single_tree,3.0,6.0,11.0,88
1.0,88.0,wine,path_expansion,3,14,88,88,single_tree,3.0,6.0,11.0,88
2.0,88.0,wine,path_expansion,3,14,88,88,single_tree,3.0,6.0,11.0,88
5.0,88.0,wine,path_expansion,3,14,88,88,single_tree,3.0,6.0,11.0,88
10.0,88.0,wine,path_expansion,3,14,88,88,single_tree,3.0,6.0,11.0,88
20.0,88.0,wine,path_expansion,3,14,88,88,single_tree,3.0,6.0,11.0,88
50.0,88.0,wine,path_expansion,3,14,88,88,single_tree,3.0,6.0,11.0,88
100.0,88.0,wine,path_expansion,3,14,88,88,single_tree,3.0,6.0,11.0,88
,91.0,wine,mlp,3,11,91,91,single_tree,3.0,6.0,11.0,91
,0,wine,source_tree,0,12.4,0,0,ensemble_10,3.0,6.7,12.4,0
0.5,99.9,wine,coexplain_soft,30,154,512,999,ensemble_10,3.0,6.7,12.4,999
1.0,99.9,wine,coexplain_soft,30,154,512,999,ensemble_10,3.0,6.7,12.4,999
2.0,99.9,wine,coexplain_soft,30,154,835,999,ensemble_10,3.0,6.7,12.4,999
5.0,99.9,wine,coexplain_soft,30,154,997,999,ensemble_10,3.0,6.7,12.4,999
10.0,99.9,wine,coexplain_soft,30,154,999,999,ensemble_10,3.0,6.7,12.4,999
20.0,99.9,wine,coexplain_soft,30,154,999,999,ensemble_10,3.0,6.7,12.4,999
50.0,99.9,wine,coexplain_soft,30,154,999,999,ensemble_10,3.0,6.7,12.4,999
100.0,99.9,wine,coexplain_soft,30,154,999,999,ensemble_10,3.0,6.7,12.4,999
0.5,99.9,wine,same_arch_random,30,154,980,999,ensemble_10,3.0,6.7,12.4,999
1.0,99.9,wine,same_arch_random,30,154,980,999,ensemble_10,3.0,6.7,12.4,999
2.0,99.9,wine,same_arch_random,30,154,980,999,ensemble_10,3.0,6.7,12.4,999
5.0,99.9,wine,same_arch_random,30,154,980,999,ensemble_10,3.0,6.7,12.4,999
10.0,99.9,wine,same_arch_random,30,154,980,999,ensemble_10,3.0,6.7,12.4,999
20.0,99.9,wine,same_arch_random,30,154,980,999,ensemble_10,3.0,6.7,12.4,999
50.0,99.9,wine,same_arch_random,30,154,980,999,ensemble_10,3.0,6.7,12.4,999
100.0,99.9,wine,same_arch_random,30,154,980,999,ensemble_10,3.0,6.7,12.4,999
,549.3,wine,djinn,30,357,2805,5493,ensemble_10,3.0,6.7,12.4,5493
0.5,99.9,wine,path_expansion,30,154,999,999,ensemble_10,3.0,6.7,12.4,999
1.0,99.9,wine,path_expansion,30,154,999,999,ensemble_10,3.0,6.7,12.4,999
2.0,99.9,wine,path_expansion,30,154,999,999,ensemble_10,3.0,6.7,12.4,999
5.0,99.9,wine,path_expansion,30,154,999,999,ensemble_10,3.0,6.7,12.4,999
10.0,99.9,wine,path_expansion,30,154,999,999,ensemble_10,3.0,6.7,12.4,999
20.0,99.9,wine,path_expansion,30,154,999,999,ensemble_10,3.0,6.7,12.4,999
50.0,99.9,wine,path_expansion,30,154,999,999,ensemble_10,3.0,6.7,12.4,999
100.0,99.9,wine,path_expansion,30,154,999,999,ensemble_10,3.0,6.7,12.4,999
,118.0,wine,mlp,30,130,1180,1180,ensemble_10,3.0,6.7,12.4,1180
,0,wine,source_tree,0,15.0,0,0,single_tree,3.0,8.0,15.0,0
0.5,122.0,wine,coexplain_soft,3,18,33,122,single_tree,3.0,8.0,15.0,122
1.0,122.0,wine,coexplain_soft,3,18,33,122,single_tree,3.0,8.0,15.0,122
2.0,122.0,wine,coexplain_soft,3,18,70,122,single_tree,3.0,8.0,15.0,122
5.0,122.0,wine,coexplain_soft,3,18,121,122,single_tree,3.0,8.0,15.0,122
10.0,122.0,wine,coexplain_soft,3,18,122,122,single_tree,3.0,8.0,15.0,122
20.0,122.0,wine,coexplain_soft,3,18,122,122,single_tree,3.0,8.0,15.0,122
50.0,122.0,wine,coexplain_soft,3,18,122,122,single_tree,3.0,8.0,15.0,122
100.0,122.0,wine,coexplain_soft,3,18,122,122,single_tree,3.0,8.0,15.0,122
0.5,122.0,wine,same_arch_random,3,18,115,122,single_tree,3.0,8.0,15.0,122
1.0,122.0,wine,same_arch_random,3,18,115,122,single_tree,3.0,8.0,15.0,122
2.0,122.0,wine,same_arch_random,3,18,115,122,single_tree,3.0,8.0,15.0,122
5.0,122.0,wine,same_arch_random,3,18,115,122,single_tree,3.0,8.0,15.0,122
10.0,122.0,wine,same_arch_random,3,18,115,122,single_tree,3.0,8.0,15.0,122
20.0,122.0,wine,same_arch_random,3,18,115,122,single_tree,3.0,8.0,15.0,122
50.0,122.0,wine,same_arch_random,3,18,115,122,single_tree,3.0,8.0,15.0,122
100.0,122.0,wine,same_arch_random,3,18,115,122,single_tree,3.0,8.0,15.0,122
,574.0,wine,djinn,3,37,306,574,single_tree,3.0,8.0,15.0,574
0.5,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
1.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
2.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
5.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
10.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
20.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
50.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
100.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
,118.0,wine,mlp,3,13,118,118,single_tree,3.0,8.0,15.0,118
,0,wine,source_tree,0,12.0,0,0,ensemble_10,3.0,6.5,12.0,0
0.5,96.5,wine,coexplain_soft,30,150,541,965,ensemble_10,3.0,6.5,12.0,965
1.0,96.5,wine,coexplain_soft,30,150,555,965,ensemble_10,3.0,6.5,12.0,965
2.0,96.5,wine,coexplain_soft,30,150,826,965,ensemble_10,3.0,6.5,12.0,965
5.0,96.5,wine,coexplain_soft,30,150,962,965,ensemble_10,3.0,6.5,12.0,965
10.0,96.5,wine,coexplain_soft,30,150,964,965,ensemble_10,3.0,6.5,12.0,965
20.0,96.5,wine,coexplain_soft,30,150,964,965,ensemble_10,3.0,6.5,12.0,965
50.0,96.5,wine,coexplain_soft,30,150,964,965,ensemble_10,3.0,6.5,12.0,965
100.0,96.5,wine,coexplain_soft,30,150,964,965,ensemble_10,3.0,6.5,12.0,965
0.5,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
1.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
2.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
5.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
10.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
20.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
50.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
100.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
,539.5,wine,djinn,30,353,2600,5395,ensemble_10,3.0,6.5,12.0,5395
0.5,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
1.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
2.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
5.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
10.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
20.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
50.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
100.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
,91.0,wine,mlp,30,110,910,910,ensemble_10,3.0,6.5,12.0,910
,0,wine,source_tree,0,13.0,0,0,single_tree,3.0,7.0,13.0,0
0.5,105.0,wine,coexplain_soft,3,16,51,105,single_tree,3.0,7.0,13.0,105
1.0,105.0,wine,coexplain_soft,3,16,51,105,single_tree,3.0,7.0,13.0,105
2.0,105.0,wine,coexplain_soft,3,16,89,105,single_tree,3.0,7.0,13.0,105
5.0,105.0,wine,coexplain_soft,3,16,91,105,single_tree,3.0,7.0,13.0,105
10.0,105.0,wine,coexplain_soft,3,16,105,105,single_tree,3.0,7.0,13.0,105
20.0,105.0,wine,coexplain_soft,3,16,105,105,single_tree,3.0,7.0,13.0,105
50.0,105.0,wine,coexplain_soft,3,16,105,105,single_tree,3.0,7.0,13.0,105
100.0,105.0,wine,coexplain_soft,3,16,105,105,single_tree,3.0,7.0,13.0,105
0.5,105.0,wine,same_arch_random,3,16,101,105,single_tree,3.0,7.0,13.0,105
1.0,105.0,wine,same_arch_random,3,16,101,105,single_tree,3.0,7.0,13.0,105
2.0,105.0,wine,same_arch_random,3,16,101,105,single_tree,3.0,7.0,13.0,105
5.0,105.0,wine,same_arch_random,3,16,101,105,single_tree,3.0,7.0,13.0,105
10.0,105.0,wine,same_arch_random,3,16,101,105,single_tree,3.0,7.0,13.0,105
20.0,105.0,wine,same_arch_random,3,16,101,105,single_tree,3.0,7.0,13.0,105
50.0,105.0,wine,same_arch_random,3,16,101,105,single_tree,3.0,7.0,13.0,105
100.0,105.0,wine,same_arch_random,3,16,101,105,single_tree,3.0,7.0,13.0,105
,555.0,wine,djinn,3,36,254,555,single_tree,3.0,7.0,13.0,555
0.5,105.0,wine,path_expansion,3,16,105,105,single_tree,3.0,7.0,13.0,105
1.0,105.0,wine,path_expansion,3,16,105,105,single_tree,3.0,7.0,13.0,105
2.0,105.0,wine,path_expansion,3,16,105,105,single_tree,3.0,7.0,13.0,105
5.0,105.0,wine,path_expansion,3,16,105,105,single_tree,3.0,7.0,13.0,105
10.0,105.0,wine,path_expansion,3,16,105,105,single_tree,3.0,7.0,13.0,105
20.0,105.0,wine,path_expansion,3,16,105,105,single_tree,3.0,7.0,13.0,105
50.0,105.0,wine,path_expansion,3,16,105,105,single_tree,3.0,7.0,13.0,105
100.0,105.0,wine,path_expansion,3,16,105,105,single_tree,3.0,7.0,13.0,105
,118.0,wine,mlp,3,13,118,118,single_tree,3.0,7.0,13.0,118
,0,wine,source_tree,0,11.6,0,0,ensemble_10,3.0,6.3,11.6,0
0.5,93.1,wine,coexplain_soft,30,146,534,931,ensemble_10,3.0,6.3,11.6,931
1.0,93.1,wine,coexplain_soft,30,146,534,931,ensemble_10,3.0,6.3,11.6,931
2.0,93.1,wine,coexplain_soft,30,146,847,931,ensemble_10,3.0,6.3,11.6,931
5.0,93.1,wine,coexplain_soft,30,146,929,931,ensemble_10,3.0,6.3,11.6,931
10.0,93.1,wine,coexplain_soft,30,146,931,931,ensemble_10,3.0,6.3,11.6,931
20.0,93.1,wine,coexplain_soft,30,146,931,931,ensemble_10,3.0,6.3,11.6,931
50.0,93.1,wine,coexplain_soft,30,146,931,931,ensemble_10,3.0,6.3,11.6,931
100.0,93.1,wine,coexplain_soft,30,146,931,931,ensemble_10,3.0,6.3,11.6,931
0.5,93.1,wine,same_arch_random,30,146,909,931,ensemble_10,3.0,6.3,11.6,931
1.0,93.1,wine,same_arch_random,30,146,909,931,ensemble_10,3.0,6.3,11.6,931
2.0,93.1,wine,same_arch_random,30,146,909,931,ensemble_10,3.0,6.3,11.6,931
5.0,93.1,wine,same_arch_random,30,146,909,931,ensemble_10,3.0,6.3,11.6,931
10.0,93.1,wine,same_arch_random,30,146,909,931,ensemble_10,3.0,6.3,11.6,931
20.0,93.1,wine,same_arch_random,30,146,909,931,ensemble_10,3.0,6.3,11.6,931
50.0,93.1,wine,same_arch_random,30,146,909,931,ensemble_10,3.0,6.3,11.6,931
100.0,93.1,wine,same_arch_random,30,146,909,931,ensemble_10,3.0,6.3,11.6,931
,532.7,wine,djinn,30,350,2585,5327,ensemble_10,3.0,6.3,11.6,5327
0.5,93.1,wine,path_expansion,30,146,931,931,ensemble_10,3.0,6.3,11.6,931
1.0,93.1,wine,path_expansion,30,146,931,931,ensemble_10,3.0,6.3,11.6,931
2.0,93.1,wine,path_expansion,30,146,931,931,ensemble_10,3.0,6.3,11.6,931
5.0,93.1,wine,path_expansion,30,146,931,931,ensemble_10,3.0,6.3,11.6,931
10.0,93.1,wine,path_expansion,30,146,931,931,ensemble_10,3.0,6.3,11.6,931
20.0,93.1,wine,path_expansion,30,146,931,931,ensemble_10,3.0,6.3,11.6,931
50.0,93.1,wine,path_expansion,30,146,931,931,ensemble_10,3.0,6.3,11.6,931
100.0,93.1,wine,path_expansion,30,146,931,931,ensemble_10,3.0,6.3,11.6,931
,118.0,wine,mlp,30,130,1180,1180,ensemble_10,3.0,6.3,11.6,1180
,0,wine,source_tree,0,15.0,0,0,single_tree,3.0,8.0,15.0,0
0.5,122.0,wine,coexplain_soft,3,18,31,122,single_tree,3.0,8.0,15.0,122
1.0,122.0,wine,coexplain_soft,3,18,31,122,single_tree,3.0,8.0,15.0,122
2.0,122.0,wine,coexplain_soft,3,18,68,122,single_tree,3.0,8.0,15.0,122
5.0,122.0,wine,coexplain_soft,3,18,122,122,single_tree,3.0,8.0,15.0,122
10.0,122.0,wine,coexplain_soft,3,18,122,122,single_tree,3.0,8.0,15.0,122
20.0,122.0,wine,coexplain_soft,3,18,122,122,single_tree,3.0,8.0,15.0,122
50.0,122.0,wine,coexplain_soft,3,18,122,122,single_tree,3.0,8.0,15.0,122
100.0,122.0,wine,coexplain_soft,3,18,122,122,single_tree,3.0,8.0,15.0,122
0.5,122.0,wine,same_arch_random,3,18,119,122,single_tree,3.0,8.0,15.0,122
1.0,122.0,wine,same_arch_random,3,18,119,122,single_tree,3.0,8.0,15.0,122
2.0,122.0,wine,same_arch_random,3,18,119,122,single_tree,3.0,8.0,15.0,122
5.0,122.0,wine,same_arch_random,3,18,119,122,single_tree,3.0,8.0,15.0,122
10.0,122.0,wine,same_arch_random,3,18,119,122,single_tree,3.0,8.0,15.0,122
20.0,122.0,wine,same_arch_random,3,18,119,122,single_tree,3.0,8.0,15.0,122
50.0,122.0,wine,same_arch_random,3,18,119,122,single_tree,3.0,8.0,15.0,122
100.0,122.0,wine,same_arch_random,3,18,119,122,single_tree,3.0,8.0,15.0,122
,574.0,wine,djinn,3,37,383,574,single_tree,3.0,8.0,15.0,574
0.5,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
1.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
2.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
5.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
10.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
20.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
50.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
100.0,122.0,wine,path_expansion,3,18,122,122,single_tree,3.0,8.0,15.0,122
,118.0,wine,mlp,3,13,118,118,single_tree,3.0,8.0,15.0,118
,0,wine,source_tree,0,12.0,0,0,ensemble_10,3.0,6.5,12.0,0
0.5,96.5,wine,coexplain_soft,30,150,559,965,ensemble_10,3.0,6.5,12.0,965
1.0,96.5,wine,coexplain_soft,30,150,550,965,ensemble_10,3.0,6.5,12.0,965
2.0,96.5,wine,coexplain_soft,30,150,840,965,ensemble_10,3.0,6.5,12.0,965
5.0,96.5,wine,coexplain_soft,30,150,949,965,ensemble_10,3.0,6.5,12.0,965
10.0,96.5,wine,coexplain_soft,30,150,964,965,ensemble_10,3.0,6.5,12.0,965
20.0,96.5,wine,coexplain_soft,30,150,964,965,ensemble_10,3.0,6.5,12.0,965
50.0,96.5,wine,coexplain_soft,30,150,964,965,ensemble_10,3.0,6.5,12.0,965
100.0,96.5,wine,coexplain_soft,30,150,964,965,ensemble_10,3.0,6.5,12.0,965
0.5,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
1.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
2.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
5.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
10.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
20.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
50.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
100.0,96.5,wine,same_arch_random,30,150,950,965,ensemble_10,3.0,6.5,12.0,965
,542.5,wine,djinn,30,354,2780,5425,ensemble_10,3.0,6.5,12.0,5425
0.5,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
1.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
2.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
5.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
10.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
20.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
50.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
100.0,96.5,wine,path_expansion,30,150,965,965,ensemble_10,3.0,6.5,12.0,965
,91.0,wine,mlp,30,110,910,910,ensemble_10,3.0,6.5,12.0,910
,0,wine,source_tree,0,9.0,0,0,single_tree,3.0,5.0,9.0,0
0.5,71.0,wine,coexplain_soft,3,12,70,71,single_tree,3.0,5.0,9.0,71
1.0,71.0,wine,coexplain_soft,3,12,70,71,single_tree,3.0,5.0,9.0,71
2.0,71.0,wine,coexplain_soft,3,12,70,71,single_tree,3.0,5.0,9.0,71
5.0,71.0,wine,coexplain_soft,3,12,71,71,single_tree,3.0,5.0,9.0,71
10.0,71.0,wine,coexplain_soft,3,12,71,71,single_tree,3.0,5.0,9.0,71
20.0,71.0,wine,coexplain_soft,3,12,71,71,single_tree,3.0,5.0,9.0,71
50.0,71.0,wine,coexplain_soft,3,12,71,71,single_tree,3.0,5.0,9.0,71
100.0,71.0,wine,coexplain_soft,3,12,71,71,single_tree,3.0,5.0,9.0,71
0.5,71.0,wine,same_arch_random,3,12,71,71,single_tree,3.0,5.0,9.0,71
1.0,71.0,wine,same_arch_random,3,12,71,71,single_tree,3.0,5.0,9.0,71
2.0,71.0,wine,same_arch_random,3,12,71,71,single_tree,3.0,5.0,9.0,71
5.0,71.0,wine,same_arch_random,3,12,71,71,single_tree,3.0,5.0,9.0,71
10.0,71.0,wine,same_arch_random,3,12,71,71,single_tree,3.0,5.0,9.0,71
20.0,71.0,wine,same_arch_random,3,12,71,71,single_tree,3.0,5.0,9.0,71
50.0,71.0,wine,same_arch_random,3,12,71,71,single_tree,3.0,5.0,9.0,71
100.0,71.0,wine,same_arch_random,3,12,71,71,single_tree,3.0,5.0,9.0,71
,487.0,wine,djinn,3,33,302,487,single_tree,3.0,5.0,9.0,487
0.5,71.0,wine,path_expansion,3,12,71,71,single_tree,3.0,5.0,9.0,71
1.0,71.0,wine,path_expansion,3,12,71,71,single_tree,3.0,5.0,9.0,71
2.0,71.0,wine,path_expansion,3,12,71,71,single_tree,3.0,5.0,9.0,71
5.0,71.0,wine,path_expansion,3,12,71,71,single_tree,3.0,5.0,9.0,71
10.0,71.0,wine,path_expansion,3,12,71,71,single_tree,3.0,5.0,9.0,71
20.0,71.0,wine,path_expansion,3,12,71,71,single_tree,3.0,5.0,9.0,71
50.0,71.0,wine,path_expansion,3,12,71,71,single_tree,3.0,5.0,9.0,71
100.0,71.0,wine,path_expansion,3,12,71,71,single_tree,3.0,5.0,9.0,71
,66.0,wine,mlp,3,9,66,66,single_tree,3.0,5.0,9.0,66
,0,wine,source_tree,0,11.2,0,0,ensemble_10,3.0,6.1,11.2,0
0.5,89.7,wine,coexplain_soft,30,142,576,897,ensemble_10,3.0,6.1,11.2,897
1.0,89.7,wine,coexplain_soft,30,142,563,897,ensemble_10,3.0,6.1,11.2,897
2.0,89.7,wine,coexplain_soft,30,142,823,897,ensemble_10,3.0,6.1,11.2,897
5.0,89.7,wine,coexplain_soft,30,142,894,897,ensemble_10,3.0,6.1,11.2,897
10.0,89.7,wine,coexplain_soft,30,142,897,897,ensemble_10,3.0,6.1,11.2,897
20.0,89.7,wine,coexplain_soft,30,142,897,897,ensemble_10,3.0,6.1,11.2,897
50.0,89.7,wine,coexplain_soft,30,142,897,897,ensemble_10,3.0,6.1,11.2,897
100.0,89.7,wine,coexplain_soft,30,142,897,897,ensemble_10,3.0,6.1,11.2,897
0.5,89.7,wine,same_arch_random,30,142,884,897,ensemble_10,3.0,6.1,11.2,897
1.0,89.7,wine,same_arch_random,30,142,884,897,ensemble_10,3.0,6.1,11.2,897
2.0,89.7,wine,same_arch_random,30,142,884,897,ensemble_10,3.0,6.1,11.2,897
5.0,89.7,wine,same_arch_random,30,142,884,897,ensemble_10,3.0,6.1,11.2,897
10.0,89.7,wine,same_arch_random,30,142,884,897,ensemble_10,3.0,6.1,11.2,897
20.0,89.7,wine,same_arch_random,30,142,884,897,ensemble_10,3.0,6.1,11.2,897
50.0,89.7,wine,same_arch_random,30,142,884,897,ensemble_10,3.0,6.1,11.2,897
100.0,89.7,wine,same_arch_random,30,142,884,897,ensemble_10,3.0,6.1,11.2,897
,534.9,wine,djinn,30,350,2706,5349,ensemble_10,3.0,6.1,11.2,5349
0.5,89.7,wine,path_expansion,30,142,897,897,ensemble_10,3.0,6.1,11.2,897
1.0,89.7,wine,path_expansion,30,142,897,897,ensemble_10,3.0,6.1,11.2,897
2.0,89.7,wine,path_expansion,30,142,897,897,ensemble_10,3.0,6.1,11.2,897
5.0,89.7,wine,path_expansion,30,142,897,897,ensemble_10,3.0,6.1,11.2,897
10.0,89.7,wine,path_expansion,30,142,897,897,ensemble_10,3.0,6.1,11.2,897
20.0,89.7,wine,path_expansion,30,142,897,897,ensemble_10,3.0,6.1,11.2,897
50.0,89.7,wine,path_expansion,30,142,897,897,ensemble_10,3.0,6.1,11.2,897
100.0,89.7,wine,path_expansion,30,142,897,897,ensemble_10,3.0,6.1,11.2,897
,118.0,wine,mlp,30,130,1180,1180,ensemble_10,3.0,6.1,11.2,1180
,0,breast_cancer,source_tree,0,21.0,0,0,single_tree,4.0,11.0,21.0,0
0.5,332.0,breast_cancer,coexplain_soft,3,23,92,332,single_tree,4.0,11.0,21.0,332
1.0,332.0,breast_cancer,coexplain_soft,3,23,92,332,single_tree,4.0,11.0,21.0,332
2.0,332.0,breast_cancer,coexplain_soft,3,23,92,332,single_tree,4.0,11.0,21.0,332
5.0,332.0,breast_cancer,coexplain_soft,3,23,269,332,single_tree,4.0,11.0,21.0,332
10.0,332.0,breast_cancer,coexplain_soft,3,23,330,332,single_tree,4.0,11.0,21.0,332
20.0,332.0,breast_cancer,coexplain_soft,3,23,331,332,single_tree,4.0,11.0,21.0,332
50.0,332.0,breast_cancer,coexplain_soft,3,23,332,332,single_tree,4.0,11.0,21.0,332
100.0,332.0,breast_cancer,coexplain_soft,3,23,332,332,single_tree,4.0,11.0,21.0,332
0.5,332.0,breast_cancer,same_arch_random,3,23,324,332,single_tree,4.0,11.0,21.0,332
1.0,332.0,breast_cancer,same_arch_random,3,23,324,332,single_tree,4.0,11.0,21.0,332
2.0,332.0,breast_cancer,same_arch_random,3,23,324,332,single_tree,4.0,11.0,21.0,332
5.0,332.0,breast_cancer,same_arch_random,3,23,324,332,single_tree,4.0,11.0,21.0,332
10.0,332.0,breast_cancer,same_arch_random,3,23,324,332,single_tree,4.0,11.0,21.0,332
20.0,332.0,breast_cancer,same_arch_random,3,23,324,332,single_tree,4.0,11.0,21.0,332
50.0,332.0,breast_cancer,same_arch_random,3,23,324,332,single_tree,4.0,11.0,21.0,332
100.0,332.0,breast_cancer,same_arch_random,3,23,324,332,single_tree,4.0,11.0,21.0,332
,3631.0,breast_cancer,djinn,4,108,1858,3631,single_tree,4.0,11.0,21.0,3631
0.5,332.0,breast_cancer,path_expansion,3,23,332,332,single_tree,4.0,11.0,21.0,332
1.0,332.0,breast_cancer,path_expansion,3,23,332,332,single_tree,4.0,11.0,21.0,332
2.0,332.0,breast_cancer,path_expansion,3,23,332,332,single_tree,4.0,11.0,21.0,332
5.0,332.0,breast_cancer,path_expansion,3,23,332,332,single_tree,4.0,11.0,21.0,332
10.0,332.0,breast_cancer,path_expansion,3,23,332,332,single_tree,4.0,11.0,21.0,332
20.0,332.0,breast_cancer,path_expansion,3,23,332,332,single_tree,4.0,11.0,21.0,332
50.0,332.0,breast_cancer,path_expansion,3,23,332,332,single_tree,4.0,11.0,21.0,332
100.0,332.0,breast_cancer,path_expansion,3,23,332,332,single_tree,4.0,11.0,21.0,332
,338.0,breast_cancer,mlp,3,18,338,338,single_tree,4.0,11.0,21.0,338
,0,breast_cancer,source_tree,0,22.2,0,0,ensemble_10,4.0,11.6,22.2,0
0.5,351.8,breast_cancer,coexplain_soft,30,242,654,3518,ensemble_10,4.0,11.6,22.2,3518
1.0,351.8,breast_cancer,coexplain_soft,30,242,625,3518,ensemble_10,4.0,11.6,22.2,3518
2.0,351.8,breast_cancer,coexplain_soft,30,242,1390,3518,ensemble_10,4.0,11.6,22.2,3518
5.0,351.8,breast_cancer,coexplain_soft,30,242,2482,3518,ensemble_10,4.0,11.6,22.2,3518
10.0,351.8,breast_cancer,coexplain_soft,30,242,3289,3518,ensemble_10,4.0,11.6,22.2,3518
20.0,351.8,breast_cancer,coexplain_soft,30,242,3479,3518,ensemble_10,4.0,11.6,22.2,3518
50.0,351.8,breast_cancer,coexplain_soft,30,242,3515,3518,ensemble_10,4.0,11.6,22.2,3518
100.0,351.8,breast_cancer,coexplain_soft,30,242,3517,3518,ensemble_10,4.0,11.6,22.2,3518
0.5,351.8,breast_cancer,same_arch_random,30,242,3437,3518,ensemble_10,4.0,11.6,22.2,3518
